DIA,MES,SENADOR,TIPO_DESPESA,CNPJ_CPF,FORNECEDOR,DOCUMENTO,DETALHAMENTO,VALOR_REEMBOLSADO
04,4,74,Passagens,2226,2341,UWPE3D,"Companhia Aérea: GOL, Localizador: UWPE3D. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 4976 - BSB RBR - 29/04/2021;",991.96
04,4,74,Passagens,2226,2341,RKYN4P,"Companhia Aérea: GOL, Localizador: RKYN4P. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 4979 - RBR BSB - 25/04/2021;",1691.45
04,4,74,Passagens,2226,2341,IIMV3S,"Companhia Aérea: GOL, Localizador: IIMV3S. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 4976 - BSB RBR - 08/04/2021;",1757.36
05,4,74,Aluguel,2231,2348,MISSING,MISSING,4042.5
15,4,74,"Locomoção, hospedagem e alimentação",2231,2348,1491,MISSING,940.0
19,4,74,"Locomoção, hospedagem e alimentação",2230,2347,1370,MISSING,345.0
05,5,74,Passagens,2430,2577,NI9C4V,"Companhia Aérea: GOL, Localizador: NI9C4V. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 4976 - BSB  RBR - 20/05/2021;",2397.26
05,5,74,Passagens,2226,2341,ER79MX,"Companhia Aérea: GOL, Localizador: ER79MX. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 4976 - BSB/RBR - 13/05/2021;",1370.16
05,5,74,Passagens,2226,2341,ZT3PTX,"Companhia Aérea: GOL, Localizador: ZT3PTX. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 4979 - RBR/BSB - 09/05/2021;",2227.23
05,5,74,Passagens,2226,2341,XQRFXY,"Companhia Aérea: LATAM, Localizador: XQRFXY. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR BSB - 12/09/2021;",1856.12
06,5,74,Aluguel,2231,2348,A005,MISSING,4042.5
18,5,74,Passagens,2430,2577,LQDE4K,"Companhia Aérea: GOL, Localizador: LQDE4K. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR/BSB - 27/06/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB/RBR - 01/07/2021;",2855.7
18,5,74,Passagens,2430,2577,SR3RWN,"Companhia Aérea: GOL, Localizador: SR3RWN. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR/BSB - 20/06/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB/RBR - 24/06/2021;",3654.8
18,5,74,Passagens,2430,2577,XNCCWZ,"Companhia Aérea: GOL, Localizador: XNCCWZ. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR/BSB - 13/06/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB/RBR - 17/06/2021;",3838.8
18,5,74,Passagens,2430,2577,AIVLGS,"Companhia Aérea: GOL, Localizador: AIVLGS. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR/BSB - 06/06/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB/RBR - 10/06/2021;",3838.8
21,5,74,Aluguel,2229,2345,261737365,MISSING,1866.54
26,5,74,Aluguel,2230,2347,30225102,MISSING,335.25
06,6,74,Aluguel,2231,2348,001001914,MISSING,173.23
06,6,74,"Locomoção, hospedagem e alimentação",2229,2346,000.006.223,Despesas de combustíveis consumidos no mês de maio.,3753.5
07,6,74,Aluguel,2231,2348,A006,MISSING,4042.5
25,6,74,Contratações,2227,2343,297,MISSING,21000.0
28,6,74,Aluguel,2230,2347,012276994,MISSING,392.74
30,6,74,"Locomoção, hospedagem e alimentação",2229,2346,000.006.376,Despesa de consumo de combustíveis do mês de junho.,4240.0
07,7,74,Aluguel,2231,2348,001018582,MISSING,181.47
08,7,74,Aluguel,2231,2348,a007,MISSING,4042.5
14,7,74,Passagens,2430,2577,IH82RL,"Companhia Aérea: GOL, Localizador: IH82RL. Passageiros: FABRÍCIO FERNANDES DE JESUS (Matrícula 232054, COMISSIONADO), Voo: 2046 - BSB/RBR - 15/07/2021; FABRÍCIO FERNANDES DE JESUS (Matrícula 232054, COMISSIONADO), Voo: 2047 - RBR/BSB - 18/07/2021;",3432.8
15,7,74,Passagens,2430,2577,QMVGKZ,"Companhia Aérea: GOL, Localizador: QMVGKZ. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - RBR CZS - 26/07/2021;",581.23
16,7,74,Divulgação,2232,2350,54,MISSING,5000.0
18,7,74,"Locomoção, hospedagem e alimentação",2229,2345,7570,MISSING,405.0
22,7,74,Aluguel,2229,2345,02637717365,MISSING,1809.93
22,7,74,Passagens,2430,2577,DL3U4Z,"Companhia Aérea: GOL, Localizador: DL3U4Z. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - CZS  RBR - 29/07/2021;",828.23
24,7,74,"Locomoção, hospedagem e alimentação",2230,2347,1478,MISSING,240.0
26,7,74,Aluguel,2229,2345,0263717365,MISSING,1798.73
30,7,74,"Locomoção, hospedagem e alimentação",2229,2346,6551,MISSING,3069.85
08,8,74,"Locomoção, hospedagem e alimentação",2230,2347,1547,MISSING,748.0
08,8,74,Passagens,2430,2577,KRSW6H,"Companhia Aérea: GOL, Localizador: KRSW6H. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB RBR - 19/08/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR BSB - 23/08/2021;",2049.7
08,8,74,Passagens,2529,2706,SJYYJB,"Companhia Aérea: LATAM, Localizador: SJYYJB. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR  BSB - 16/08/2021;",1078.23
09,8,74,Aluguel,2231,2348,A009,MISSING,4042.5
13,8,74,"Locomoção, hospedagem e alimentação",2230,2347,1411,MISSING,1094.0
22,8,74,Passagens,2430,2577,OPZR9Q,"Companhia Aérea: GOL, Localizador: OPZR9Q. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR BSB - 02/08/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 05/08/2021;",2674.7
23,8,74,Aluguel,2229,2345,0263717365,MISSING,1816.4
23,8,74,Divulgação,2232,2350,1336,MISSING,10000.0
23,8,74,Passagens,2529,2706,SZOSCK,"Companhia Aérea: LATAM, Localizador: SZOSCK. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR BSB - 30/08/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3111 - BSB RBR - 02/09/2021;",700.46
23,8,74,Passagens,2529,2706,ZNYSRK,"Companhia Aérea: LATAM, Localizador: ZNYSRK. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR  BSB - 20/09/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3111 - BSB  RBR - 23/09/2021;",850.46
23,8,74,Passagens,2529,2706,QNTESD,"Companhia Aérea: LATAM, Localizador: QNTESD. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR  BSB - 13/09/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3111 - BSB  RBR - 16/09/2021;",899.46
24,8,74,Divulgação,2229,2346,173,MISSING,25000.0
24,8,74,Passagens,2529,2706,SGSYAQ,"Companhia Aérea: LATAM, Localizador: SGSYAQ. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR BSB - 27/09/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3111 - BSB  RBR - 30/09/2021;",980.46
25,8,74,Passagens,2529,2706,ARFXSP,"Companhia Aérea: LATAM, Localizador: ARFXSP. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3630 - BSB RBR - 03/09/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR  BSB - 15/09/2021;",720.46
27,8,74,Aluguel,2230,2347,R08,MISSING,326.35
31,8,74,"Locomoção, hospedagem e alimentação",2229,2346,000006743,MISSING,3315.3
10,9,74,Aluguel,2231,2348,A0009,MISSING,4042.0
21,9,74,Divulgação,2235,2353,2785,MISSING,2000.0
26,9,74,Aluguel,2230,2347,Ago 2021,MISSING,559.55
11,10,74,Aluguel,2231,2348,A0010,MISSING,4042.5
11,10,74,Divulgação,2235,2353,892,MISSING,750.0
16,10,74,Passagens,2529,2706,YWANCD,"Companhia Aérea: LATAM, Localizador: YWANCD. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3300 - BSB RIO DE JANEIRO - 22/10/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3331 - RJ BSB - 25/10/2021;",2060.19
22,10,74,Aluguel,2231,2348,001065422,MISSING,193.55
22,10,74,Passagens,2529,2706,ZFDQFN,"Companhia Aérea: LATAM, Localizador: ZFDQFN. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3631 - RBR BSB - 04/10/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3111 - BSB RBR - 07/10/2021;",1346.46
25,10,74,"Locomoção, hospedagem e alimentação",2232,2350,343632,MISSING,1524.11
11,11,74,Divulgação,2235,2353,2870,MISSING,1000.0
11,11,74,Divulgação,2235,2353,892,MISSING,750.0
11,11,74,Passagens,2529,2706,YWKPRY,"Companhia Aérea: LATAM, Localizador: YWKPRY. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3584 - BSB RBR - 02/12/2021;",677.23
11,11,74,Passagens,2529,2706,IFRFXU,"Companhia Aérea: LATAM, Localizador: IFRFXU. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3584 - BSB RBR - 10/11/2021;",1470.23
15,11,74,Passagens,2430,2577,VEOJGI,"Companhia Aérea: GOL, Localizador: VEOJGI. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - RBR CZS - 04/12/2021;",613.23
16,11,74,Divulgação,2233,2351,255,MISSING,5000.0
17,11,74,Divulgação,2232,2350,1403,MISSING,10000.0
17,11,74,Divulgação,2232,2350,70,MISSING,10000.0
17,11,74,Passagens,2430,2577,UTRQHB,"Companhia Aérea: GOL, Localizador: UTRQHB. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR BSB - 20/12/2021;",1268.23
17,11,74,Passagens,2430,2577,QMZGWK,"Companhia Aérea: GOL, Localizador: QMZGWK. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR BSB - 13/12/2021; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 1798 - BSB RBR - 16/12/2021;",1695.46
17,11,74,Passagens,2529,2706,CQJCJP,"Companhia Aérea: LATAM, Localizador: CQJCJP. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 3584 - BSB RBR - 22/12/2021;",598.22
25,11,74,"Locomoção, hospedagem e alimentação",2235,2353,6046,MISSING,39000.0
26,11,74,Divulgação,2234,2352,313,MISSING,10000.0
12,12,74,Divulgação,2235,2353,2926,MISSING,1000.0
12,12,74,Divulgação,2235,2353,908,MISSING,400.0
12,12,74,Passagens,2430,2577,ZNGXKZ,"Companhia Aérea: GOL, Localizador: ZNGXKZ. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 07/02/2022;",1084.73
12,12,74,Passagens,2430,2577,FQZTJH,"Companhia Aérea: GOL, Localizador: FQZTJH. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 21/03/2022; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 24/03/2022;",1160.94
12,12,74,Passagens,2430,2577,ZAPLWG,"Companhia Aérea: GOL, Localizador: ZAPLWG. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 14/03/2022; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 17/03/2022;",1440.94
12,12,74,Passagens,2430,2577,ZZIODH,"Companhia Aérea: GOL, Localizador: ZZIODH. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 31/01/2022; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 03/02/2022;",1680.94
12,12,74,Passagens,2430,2577,ZAMSIR,"Companhia Aérea: GOL, Localizador: ZAMSIR. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 07/03/2022; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 10/03/2022;",1801.7
12,12,74,Passagens,2430,2577,EPMEQU,"Companhia Aérea: GOL, Localizador: EPMEQU. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 21/02/2022; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 24/02/2022;",1857.7
12,12,74,Passagens,2430,2577,VJNAMF,"Companhia Aérea: GOL, Localizador: VJNAMF. Passageiros: SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2047 - RBR  BSB - 14/02/2022; SÉRGIO DE OLIVEIRA CUNHA (Matrícula 234166, PARLAMENTAR), Voo: 2046 - BSB  RBR - 17/02/2022;",2512.46
01,1,75,Aluguel,2264,2379,026661403,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",90.59
01,1,75,Aluguel,2264,2379,026661404,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",339.5
01,1,75,Aluguel,2249,2370,405926/21-77,"Pagamento da 1ª parcela de despesas com IPTU referente ao ano de 2021 da vaga de garagem 01, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",45.96
01,1,75,Aluguel,2249,2370,405924/21-09,"Pagamento da 1ª parcela de despesas com IPTU referente ao ano de 2021 da vaga de garagem 02, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",46.05
01,1,75,Aluguel,2249,2370,405912/21-89,"Pagamento da 1ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",237.91
01,1,75,Aluguel,2249,2370,405934/21-46,"Pagamento da 1ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",372.42
01,1,75,"Locomoção, hospedagem e alimentação",2260,2381,000129195,Aquisição de combustível para veículos utilizados na atividade parlamentar.,80.03
01,1,75,"Locomoção, hospedagem e alimentação",2260,2381,000129621,Aquisição de combustível para veículos utilizados na atividade parlamentar.,152.02
01,1,75,Passagens,2504,2678,QETIHI,"Companhia Aérea: LATAM, Localizador: QETIHI. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3065 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 12/01/2021;",1705.37
02,1,75,Despesas gerais,2256,2377,000053617,"Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande-MS,",426.04
02,1,75,Contratações,2242,2363,00008295,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,4500.0
13,1,75,Passagens,2504,2678,YOOBQI,"Companhia Aérea: LATAM, Localizador: YOOBQI. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3131 - BRASÍLIA (BSB) / CONGONHAS (CGH) - 14/01/2021;",1625.29
14,1,75,Despesas gerais,2238,2359,15089,"Pagamento de despesas com materiais de consumo para o Escritório de Representação da senadora Simone Tebet, em Campo Grande/MS.",314.26
15,1,75,Despesas gerais,2256,2377,000052973,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,127.82
19,1,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",959.05
19,1,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",4215.14
19,1,75,"Locomoção, hospedagem e alimentação",2260,2381,000025992,Aquisição de combustível para veículos utilizados na atividade parlamentar.,94.35
19,1,75,"Locomoção, hospedagem e alimentação",2260,2381,000.025.991,Aquisição de combustível para veículos utilizados na atividade parlamentar.,247.04
20,1,75,Aluguel,2258,2379,2101929792980,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",671.54
20,1,75,Passagens,2504,2678,JSGZXH,"Companhia Aérea: GOL, Localizador: JSGZXH. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 1154 - SÃO PAULO (GRU) / CAMPO GRANDE (CGR) - 21/01/2021; SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 1119 - BRASÍLIA (BSB) / SÃO PAULO (GRU) - 21/01/2021;",1518.47
27,1,75,"Locomoção, hospedagem e alimentação",2248,2369,000.058.295,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.0
02,2,75,Aluguel,2264,2379,027.564.715,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",86.78
02,2,75,Aluguel,2264,2379,027.564.716,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",409.5
02,2,75,Despesas gerais,2242,2363,48310,"Pagamento de despesas com materiais de consumo para o Escritório de Representação da senadora Simone Tebet, em Campo Grande/MS.",139.96
02,2,75,Divulgação,2243,2364,00043350,Pagamento de despesas com divulgação da atividade parlamentar.,350.0
02,2,75,"Locomoção, hospedagem e alimentação",2272,2370,000418311,Aquisição de combustível para veículos utilizados na atividade parlamentar.,120.0
02,2,75,"Locomoção, hospedagem e alimentação",2260,2381,000137650,Aquisição de combustível para veículos utilizados na atividade parlamentar.,246.29
02,2,75,"Locomoção, hospedagem e alimentação",2303,2383,000133740,Aquisição de combustível para veículos utilizados na atividade parlamentar.,115.02
02,2,75,"Locomoção, hospedagem e alimentação",2246,2367,000119806,Aquisição de combustível para veículos utilizados na atividade parlamentar.,257.07
15,2,75,Despesas gerais,2256,2377,000054331,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,587.24
15,2,75,"Locomoção, hospedagem e alimentação",2260,2381,000140413,Aquisição de combustível para veículos utilizados na atividade parlamentar.,164.18
16,2,75,"Locomoção, hospedagem e alimentação",2303,2383,000135980,Aquisição de combustível para veículos utilizados na atividade parlamentar.,80.0
19,2,75,Aluguel,2258,2379,0000115936,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",665.7
19,2,75,Aluguel,2249,2370,405914/21-55,"Pagamento da 2ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",237.85
19,2,75,Aluguel,2249,2370,405899/21-47,"Pagamento da 2ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",372.3
19,2,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",935.35
19,2,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS. OBS: Termo de Reajuste de Aluguel em anexo.",5298.85
19,2,75,"Locomoção, hospedagem e alimentação",2260,2381,000141543,Aquisição de combustível para veículos utilizados na atividade parlamentar.,150.0
22,2,75,Contratações,2242,2363,00008311,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,6500.0
24,2,75,Passagens,2504,2678,DQIEMJ,"Companhia Aérea: LATAM, Localizador: DQIEMJ. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 3064 - BRASÍLIA (BSB) / CAMPO GRANDE (CGR) - 25/02/2021;",1859.16
03,3,75,Aluguel,2264,2379,028.467.805,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",87.87
03,3,75,Aluguel,2264,2379,028.467.806,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",521.95
03,3,75,Contratações,2258,2379,00001137,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,6500.0
03,3,75,"Locomoção, hospedagem e alimentação",2260,2381,000145371,Aquisição de combustível para veículos utilizados na atividade parlamentar.,294.6
03,3,75,Passagens,2504,2678,PMBBTX,"Companhia Aérea: AZUL, Localizador: PMBBTX. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 4282 - CAMPINAS (VCP) / CAMPO GRANDE (CGR) - 04/03/2021; SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 4399 - BRASÍLIA (BSB) / CAMPINAS (VCP) - 04/03/2021;",840.03
13,3,75,Despesas gerais,2256,2377,000054999,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS,663.94
15,3,75,"Locomoção, hospedagem e alimentação",2284,2381,000094268,Aquisição de combustível para veículos utilizados na atividade parlamentar.,154.53
16,3,75,"Locomoção, hospedagem e alimentação",2260,2381,000147903,Aquisição de combustível para veículos utilizados na atividade parlamentar.,321.36
17,3,75,Aluguel,2258,2379,0000206823,"Pagamento de despesas com tv a cabo, telefone e internet (Net Combo), do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",656.92
18,3,75,Aluguel,2249,2370,498609/21-07,"Pagamento da 2ª parcela de despesas com IPTU referente ao ano de 2021 da vaga de garagem extra, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",45.96
18,3,75,Aluguel,2249,2370,498610/21-10,"Pagamento da 3ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",237.85
18,3,75,Aluguel,2249,2370,498611/21-59,"Pagamento da 3ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",372.3
18,3,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",946.8
18,3,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
25,3,75,Passagens,2504,2678,MP8D5A,"Companhia Aérea: GOL, Localizador: MP8D5A. Passageiros: SIMONE NASSAR TEBET ROCHA (Matrícula 296238, PARLAMENTAR), Voo: 1825 - CAMPO GRANDE (CGR) / BRASÍLIA (BSB) - 02/03/2021;",1022.18
31,3,75,"Locomoção, hospedagem e alimentação",2248,2369,000012360,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.0
04,4,75,Aluguel,2264,2379,029369726,"Pagamento de despesas com energia elétrica da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",85.4
04,4,75,Aluguel,2264,2379,029369727,"Pagamento de despesas com energia elétrica da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",382.04
04,4,75,Contratações,2258,2379,00001154,Pagamento de despesas com consultoria em desenvolvimento de conteúdo multimídia.,6500.0
04,4,75,"Locomoção, hospedagem e alimentação",2272,2370,000462502,Aquisição de combustível para veículos utilizados na atividade parlamentar.,140.0
05,4,75,Despesas gerais,2249,2370,37802,Pagamento de despesas com postagens de correspondências do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,42.0
05,4,75,Despesas gerais,2256,2377,000055812,Pagamento de despesas com locação de equipamentos de informática para o Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.,479.34
13,4,75,"Locomoção, hospedagem e alimentação",2303,2383,000148211,Aquisição de combustível para veículos utilizados na atividade parlamentar.,100.0
15,4,75,Aluguel,2249,2370,537088/21-05,"Pagamento da 3ª parcela de despesas com IPTU referente ao ano de 2021 da vaga de garagem extra, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",45.96
15,4,75,Aluguel,2249,2370,537073/21-70,"Pagamento da 4ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1004, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",237.85
15,4,75,Aluguel,2249,2370,537066/21-30,"Pagamento da 4ª parcela de despesas com IPTU referente ao ano de 2021 da sala 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",372.3
15,4,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com condomínio das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",943.58
15,4,75,Aluguel,2254,2375,MISSING,"Pagamento de despesas com aluguel das salas 1004 e 1005, do Escritório de Representação da senadora Simone Tebet em Campo Grande/MS.",5298.85
15,4,75,"Locomoção, hospedagem e alimentação",2272,2370,000466226,Aquisição de combustível para veículos utilizados na atividade parlamentar.,200.0
